17131,Darklord Ixchel,52840267,Monster,DARK,10,Fairy/Effect,2500/2900,"You can discard this card and 1 ""Darklord"" card; draw 2 cards. During either player's turn: You can pay 1000 LP, then target 1 ""Darklord"" Spell/Trap Card in your Graveyard; apply that target's effect, then shuffle that target into the Deck. You can only use each effect of ""Darklord Ixchel"" once per turn. You can only Special Summon ""Darklord Ixchel(s)"" once per turn.",Darklord,"","","",""
17132,Darklord Marie,57579381,Monster,DARK,5,Fiend/Effect,1700/1200,"Once per turn, during your Standby Phase: You gain 200 LP. This card must be in the Graveyard to activate and to resolve this effect.",Darklord,"","","",""
17133,Darklord Morningstar,25451652,Monster,DARK,11,Fairy/Effect,3000/3000,"Cannot be Special Summoned. If this card is Tribute Summoned: You can Special Summon ""Darklord"" monsters from your hand and/or Deck, up to the number of Effect Monsters your opponent controls. While you control another ""Darklord"" monster, your opponent cannot target this card with card effects. Once per turn: You can send cards from the top of your Deck to the Graveyard, equal to the number of ""Darklord"" monsters on the field, and if you do, gain 500 LP for each ""Darklord"" card sent to the Graveyard by this effect.",Darklord,"","","",""
17134,Darklord Nasten,25339070,Monster,DARK,7,Fairy/Effect,2600/2600,"You can discard 2 other ""Darklord"" cards; Special Summon this card from your hand. During either player's turn: You can pay 1000 LP, then target 1 ""Darklord"" Spell/Trap Card in your Graveyard; apply that target's effect, then shuffle that target into the Deck. You can only use this effect of ""Darklord Nasten"" once per turn. You can only Special Summon ""Darklord Nasten(s)"" once per turn.",Darklord,"","","",""
17135,Darklord Nurse Reficule,67316075,Monster,DARK,4,Fairy/Effect,1400/600,"Any effect that would make your opponent gain LP inflicts the same amount of damage to them, instead.",Darklord,"","","",""
17136,Darklord Superbia,11260714,Monster,DARK,8,Fairy/Effect,2900/2400,"When this card is Special Summoned from the Graveyard: You can target 1 Fairy-Type monster in your Graveyard, except ""Darklord Superbia""; Special Summon that target.",Darklord,"","","",""
17137,Darklord Tezcatlipoca,88234365,Monster,DARK,9,Fairy/Effect,2800/2100,"If a ""Darklord"" monster(s) you control would be destroyed by battle or card effect, you can discard this card instead. During either player's turn: You can pay 1000 LP, then target 1 ""Darklord"" Spell/Trap Card in your Graveyard; apply that target's effect, then shuffle that target into the Deck. You can only use this effect of ""Darklord Tezcatlipoca"" once per turn. You can only Special Summon ""Darklord Tezcatlipoca(s)"" once per turn.",Darklord,"","","",""
17138,Darklord Ukoback,92807548,Monster,DARK,3,Fairy/Effect,700/1000,"If this card is Normal or Special Summoned: You can send 1 ""Darklord"" card from your Deck to the Graveyard. You can only use this effect of ""Darklord Ukoback"" once per turn.",Darklord,"","","",""
17139,Darklord Zerato,40921744,Monster,DARK,8,Fairy/Effect,2800/2300,"If you have 4 or more DARK monsters with different names in your Graveyard, you can Tribute Summon this card by Tributing 1 DARK monster. You can send 1 DARK monster from your hand to the Graveyard; destroy all monsters your opponent controls. Once per turn, during the End Phase, if this effect was activated this turn: Destroy this card.","Dark counterpart, Darklord, Zera","","","",""
17140,Darkness Destroyer,93709215,Monster,DARK,7,Fiend/Effect,2300/1800,"Cannot be Special Summoned. This card can attack twice during each Battle Phase. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.",Darkness,"","","",""
17141,Darkness Neosphere,60417395,Monster,DARK,10,Fiend/Effect,4000/4000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 1 Fiend-Type monster you control and 1 Fiend-Type monster from your hand to the Graveyard when your opponent's monster declares an attack. This card cannot be destroyed by battle. Once per turn, you can return all face-up Trap Cards you control to the hand.","Darkness, Neos","","","",""
17144,Darknight Parshath,76925842,Monster,DARK,5,Fairy/Effect,1900/1400,If this card destroys an opponent's monster by battle: You can banish 1 DARK monster from your Graveyard; draw 1 card. This card gains 100 ATK for each DARK monster in your Graveyard.,"Dark counterpart, Parshath","","","",""
17145,Darksea Float,70054514,Monster,DARK,1,Machine/Effect,0/300,"When this card on the field is destroyed by a card effect and sent to the Graveyard, the owner of this card draws 1 card.","","","","",""
17146,Darksea Rescue,34659866,Monster,DARK,1,Machine/Effect,0/0,"If this card is used for a Synchro Summon and sent to the Graveyard, the owner of this card draws 1 card.","","","","",""
17147,Darkstorm Dragon,57662975,Monster,DARK,8,Dragon/Gemini/Effect,2700/2500,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect.
● Once per turn: You can send 1 face-up Spell/Trap Card you control to the Graveyard; destroy all Spell and Trap Cards on the field.","","","","",""
17148,Darktellarknight Batlamyus,64414267,Monster,DARK,4,Warrior/Xyz/Effect,2600/550,"All face-up monsters on the field become DARK. You can detach 1 Xyz Material from this card and discard 1 card; Special Summon from your Extra Deck, 1 LIGHT ""tellarknight"" Xyz Monster by using this face-up card you control as the Xyz Material, also you cannot Xyz Summon other monsters for the rest of this turn. (This is treated as an Xyz Summon. Xyz Materials attached to this card also become Xyz Materials on the Summoned monster.) This effect can be activated during either player's turn, if you have 7 or more ""tellarknight"" monsters with different names in your Graveyard.",tellarknight,"","2 Level 4 ""tellarknight"" monsters","",""
17149,Darkworld Thorns,43500484,Monster,EARTH,3,Plant/Normal,1200/900,A thorny plant found in the darklands that wraps itself around any unwary traveler.,"","","","",""
17150,Dash Warrior,34257001,Monster,WIND,3,Warrior/Effect,600/1200,"If this card attacks, it gains 1200 ATK during the Damage Step only.",Warrior,"","","",""
17151,Dawn Knight,06351548,Monster,LIGHT,4,Warrior/Effect,1400/1200,"If this card is sent from the field to the Graveyard: You can send 1 LIGHT monster from your Deck to the Graveyard. If this card is sent from your Deck to the Graveyard: Target 1 LIGHT monster in your Graveyard; place that target on the top of your Deck. You can only use 1 ""Dawn Knight"" effect per turn, and only once that turn.",Attribute Knight,"","","",""
17152,Dawnbreak Gardna,57549932,Monster,LIGHT,3,Warrior/Gemini,1500/500,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
● The original DEF of this card becomes 2300.","","","","",""
17153,Daybreaker,29116732,Monster,LIGHT,4,Warrior/Effect,1700/0,"When this card is Special Summoned: You can Special Summon 1 ""Daybreaker"" from your hand.","","","","",""
17154,Debris Dragon,14943837,Monster,WIND,4,Dragon/Tuner/Effect,1000/2000,"When this card is Normal Summoned: You can target 1 monster with 500 or less ATK in your GY; Special Summon that target in Attack Position, but it has its effects negated. Cannot be used as Synchro Material, except for the Synchro Summon of a Dragon monster. The other Synchro Material(s) cannot be Level 4.","","","","",""
17155,Decayed Commander,10209545,Monster,EARTH,4,Zombie/Effect,1000/1500,"When this card is Normal Summoned successfully, you can Special Summon 1 ""Zombie Tiger"" from your hand. If this card successfully attacks your opponent's Life Points directly, your opponent discards 1 card randomly from his/her hand.","","","","",""
17157,Decoy Dragon,02732323,Monster,FIRE,2,Dragon/Effect,300/200,"If this card is targeted for an attack: Target 1 Level 7 or higher Dragon-Type monster in your Graveyard; Special Summon it, and if you do, change the attack target to it and perform damage calculation.","","","","",""
17158,Decoyroid,25034083,Monster,WIND,2,Machine/Effect,300/500,"While this card is face-up on your side of the field, your opponent cannot select a face-up monster as an attack target except ""Decoyroid"".",roid,"","","",""
17159,Deep Diver,17559367,Monster,WATER,3,Aqua/Effect,1000/1100,"At the end of the Battle Phase, if this card was destroyed by battle and sent to the Graveyard: Choose 1 Monster Card from your Deck and place it on top of your Deck.","","","","",""
17160,Deep Sea Diva,78868119,Monster,WATER,2,Sea Serpent/Tuner,200/400,When this card is Normal Summoned: You can Special Summon 1 Level 3 or lower Sea Serpent-Type monster from your Deck.,"","","","",""
17161,Deep Sweeper,08649148,Monster,WATER,4,Fish/Effect,1600/1300,"You can Tribute this card, then target 1 Spell/Trap Card on the field; destroy that target.","","","","",""
17162,Deep-Eyes White Dragon,22804410,Monster,LIGHT,10,Dragon/Effect,0/0,"When a face-up ""Blue-Eyes"" monster(s) you control is destroyed by battle or an opponent's card effect, and you have a Dragon-Type monster in your Graveyard: You can Special Summon this card from your hand, and if you do, inflict 600 damage to your opponent for each Dragon-Type monster with different names in your Graveyard. If this card is Normal or Special Summoned: Target 1 Dragon-Type monster in your Graveyard; this card's ATK becomes equal to that monster's. If this card on the field is destroyed by a card effect: Destroy all monsters your opponent controls.","","","","",""
17163,Deep-Space Cruiser IX,01586457,Monster,LIGHT,9,Machine/Effect,900/900,You can Special Summon this card (from your hand) by sending 1 other Machine-Type monster from your hand to the Graveyard.,"","","","",""
17164,Deepsea Macrotrema,13314457,Monster,WATER,1,Fish/Effect,600/100,"When this card is sent from the field to the Graveyard, all face-up WATER monsters you control gain 500 ATK until the end of this turn.","","","","",""
17165,Deepsea Shark,28593363,Monster,WATER,5,Fish/Fusion,1900/1600,"""Bottom Dweller"" + ""Tongyo""","","","","",""
17166,Deepsea Warrior,24128274,Monster,WATER,5,Warrior/Effect,1600/1800,"As long as ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.","","","","",""
17167,Defender of the Ice Barrier,82498947,Monster,WATER,3,Aqua/Tuner,200/1600,"While you control another face-up ""Ice Barrier"" monster, monsters your opponent controls cannot declare an attack if their ATK is greater than or equal to this card's DEF.",Ice Barrier,"","","",""
17168,"Defender, the Magical Knight",02525268,Monster,LIGHT,4,Spellcaster/Effect,1600/2000,"If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). Once per turn, if a Spellcaster-Type monster(s) on the field would be destroyed, you can remove 1 Spell Counter from your side of the field for each of those monsters instead.",Prophecy,"","","",""
17169,Dekoichi the Battlechanted Locomotive,87621407,Monster,DARK,4,Machine/Effect,1400/1000,"FLIP: Draw 1 card, then draw 1 additional card for each face-up ""Bokoichi the Freightening Car"" you control.","","","","",""
17170,Delg the Dark Monarch,85718645,Monster,DARK,6,Spellcaster/Effect,2400/1000,"When this card is Normal or Special Summoned: You can target up to 2 cards in your opponent's Graveyard; banish that target(s), then send the same number of cards from the top of their Deck to the Graveyard. This card cannot attack during the turn it is Normal or Special Summoned.",Monarch,"","","",""
17171,Delta Flyer,57568840,Monster,WIND,3,Dragon/Tuner,1500/900,"Once per turn, you can select 1 other face-up monster you control and increase its Level by 1.","","","","",""
17172,Delta The Magnet Warrior,12262393,Monster,EARTH,4,Rock/Effect,1600/1400,"If this card is Normal or Special Summoned: You can send 1 Level 4 or lower ""Magnet Warrior"" monster from your Deck to the Graveyard. If this card is sent to the Graveyard: You can banish 3 Level 4 or lower ""Magnet Warrior"" monsters from your Graveyard, except ""Delta The Magnet Warrior""; Special Summon 1 ""Valkyrion the Magna Warrior"" from your hand or Deck, ignoring its Summoning conditions. You can only use each effect of ""Delta The Magnet Warrior"" once per turn.","Magnet Warrior, Warrior","","","",""
17173,Delta Tri,12079734,Monster,LIGHT,4,Machine/Effect,1200/1000,"If this card destroys an opponent's monster by battle, select and activate 1 of these effects:
● Select 1 appropriate Union monster in your Graveyard and equip it to this card.
● Select 1 face-up LIGHT Machine-Type monster you control, and return it to the Deck. Then draw 1 card.",Konami Arcade Games,"","","",""
